,,,,,,,,,,,,,
,,,,,,,,,,,,,
NO,NAMA ,UNIT,TANGGAL,DIVISI,PEMBAHASAN,STATUS,,,KETERANGAN,APPROVAL COO,,STATUS PEMBAHASAN,
147,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
148,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
149,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
150,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
151,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
152,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
153,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
154,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
155,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
156,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
157,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
158,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
159,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
160,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
161,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
162,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
163,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
164,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
165,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
166,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
167,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
168,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
169,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
170,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
171,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
172,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
173,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
174,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
175,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
176,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
176,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
177,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
178,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
179,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
180,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
181,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
182,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
183,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
184,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
185,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
186,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
187,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
188,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
189,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
190,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,
